date,close,volume,open,high,low
2014-09-19,93.89,271718000,92.70,99.70,89.95
2014-09-22,89.89,66495310,92.70,92.95,89.50
2014-09-23,87.17,38935050,88.94,90.48,86.62
2014-09-24,90.57,31966400,88.47,90.57,87.22
2014-09-25,88.92,28566180,91.09,91.50,88.50
2014-09-26,90.46,18314780,89.73,90.46,88.66
2014-09-29,88.75,25258370,89.62,89.70,88.02
2014-09-30,88.85,24380140,89.00,90.88,88.46
2014-10-01,86.10,23994980,88.70,88.94,86.04
2014-10-02,87.06,21452790,86.27,88.20,85.611
2014-10-03,88.10,18357110,88.10,89.94,87.65
2014-10-06,88.31,9267595,89.15,89.65,88.06
2014-10-07,87.67,12768510,87.95,89.70,87.06
2014-10-08,88.30,10251870,88.00,88.50,87.06
2014-10-09,88.79,21475080,88.51,90.35,88.00
2014-10-10,85.88,15406070,88.25,88.74,85.24
2014-10-13,85.12,14801960,86.85,86.89,84.92
2014-10-14,84.95,15544160,85.81,85.88,83.22
2014-10-15,85.60,16801790,84.04,86.49,82.81
2014-10-16,88.85,15184380,84.98,89.175,84.015
2014-10-17,87.91,17320100,90.40,90.90,87.6701
2014-10-20,88.26,9843157,88.00,89.50,87.86
2014-10-21,90.90,23078860,89.10,92.50,88.50
2014-10-22,91.63,20312160,92.25,93.50,91.01
2014-10-23,94.45,20528790,92.92,94.70,92.82
2014-10-24,95.76,32099050,95.07,98.00,94.78
2014-10-27,97.79,28203030,97.00,98.85,96.30
2014-10-28,99.68,31912830,99.84,100.67,98.61
2014-10-29,98.31,28595940,99.88,100.00,96.82
2014-10-30,98.73,15424320,98.48,99.44,97.30
2014-10-31,98.60,18048020,100.10,100.22,98.1356
2014-11-03,101.80,40515210,99.67,102.80,99.05
2014-11-04,106.07,67629030,100.425,106.359,99.51
2014-11-05,108.67,48219010,108.48,110.14,106.48
2014-11-06,111.57,33331850,109.30,111.70,107.21
2014-11-07,114.56,51267750,112.93,114.77,111.75
2014-11-10,119.15,74808230,117.27,119.45,115.20
2014-11-11,114.54,70962740,117.25,117.55,113.69
2014-11-12,118.20,53766550,115.05,119.07,114.02
2014-11-13,114.84,62072050,119.30,120.00,114.55
2014-11-14,115.10,29758110,115.06,115.39,113.35
2014-11-17,114.25,22522970,115.44,115.63,113.13
2014-11-18,110.81,41025930,114.33,114.38,110.41
2014-11-19,108.82,46785980,109.83,110.68,107.22
2014-11-20,109.82,36425000,107.81,112.44,107.26
2014-11-21,110.73,27354240,113.21,113.50,110.4354
2014-11-24,113.92,20545130,112.00,113.93,111.55
2014-11-25,113.47,23444610,114.94,115.17,112.33
2014-11-26,112.67,11794220,113.33,113.74,112.33
2014-11-28,111.64,8077842,113.14,113.23,111.11
2014-12-01,105.99,38417890,110.02,110.05,103.8961
2014-12-02,109.89,18703780,107.35,110.00,106.61
2014-12-03,110.64,16164860,110.40,111.68,108.798
2014-12-04,109.17,10790400,110.10,110.50,108.91
2014-12-05,107.90,12125090,109.60,110.35,107.76
2014-12-08,105.07,19166550,105.97,107.40,104.2101
2014-12-09,107.48,24805130,102.27,107.95,101.20
2014-12-10,103.88,18398440,107.09,107.38,103.51
2014-12-11,104.97,15658440,104.44,106.84,104.29
2014-12-12,105.11,14504050,104.70,107.45,104.179
2014-12-15,104.70,16476750,106.39,107.77,103.70
2014-12-16,105.77,21655360,103.75,107.68,103.70
