Exchange,Sector,Industry,1_Year_Target,Today_High,Today_Low,Share_Volume,Average_Volume,Previous_Close,52_Week_High,52_Week_Low,Market_Cap,P/E_Ratio,Forward_P/E_1_Yr,Earnings_Per_Share,Annualized_Dividend,Ex_Dividend_Date,Dividend_Pay_Date,Current_Yield,Beta
NASDAQ-GS,Consumer Discretionary,Catalog/Specialty Distribution,$170.00,N/A,1014535,57590585,$135.07,$143.63,$81.43,1406515788511,106.35,62.53,$1.27,N/A,N/A,N/A,N/A,0.0
