Exchange,Sector,Industry,1_Year_Target,Today_High,Today_Low,Share_Volume,Average_Volume,Previous_Close,52_Week_High,52_Week_Low,Market_Cap,P/E_Ratio,Forward_P/E_1_Yr,Earnings_Per_Share,Annualized_Dividend,Ex_Dividend_Date,Dividend_Pay_Date,Current_Yield,Beta
NYSE,Consumer Discretionary,Department/Specialty Retail Stores,$171.50,N/A,1279723,10116692,$159.26,$162.78,$128.07,431715325156,38.28,25.48,$4.16,$2.28,2023-08-10,2023-09-05,1.43%,0.0
