Exchange,Sector,Industry,1_Year_Target,Today_High,Today_Low,Share_Volume,Average_Volume,Previous_Close,52_Week_High,52_Week_Low,Market_Cap,P/E_Ratio,Forward_P/E_1_Yr,Earnings_Per_Share,Annualized_Dividend,Ex_Dividend_Date,Dividend_Pay_Date,Current_Yield,Beta
NASDAQ-GS,Consumer Discretionary,Auto Manufacturing,$262.50,N/A,1813386,131417363,$225.60,$313.8,$101.81,719608025558,63.91,76.47,$3.53,N/A,N/A,N/A,N/A,0.0
