Exchange,Sector,Industry,1_Year_Target,Today_High,Today_Low,Share_Volume,Average_Volume,Previous_Close,52_Week_High,52_Week_Low,Market_Cap,P/E_Ratio,Forward_P/E_1_Yr,Earnings_Per_Share,Annualized_Dividend,Ex_Dividend_Date,Dividend_Pay_Date,Current_Yield,Beta
NYSE,Consumer Discretionary,Catalog/Specialty Distribution,$141.50,N/A,539407,14981030,$89.12,$121.3,$58.01,234715012537,19.17,12.62,$4.65,N/A,N/A,N/A,N/A,0.0
