Exchange,Sector,Industry,1_Year_Target,Today_High,Today_Low,Share_Volume,Average_Volume,Previous_Close,52_Week_High,52_Week_Low,Market_Cap,P/E_Ratio,Forward_P/E_1_Yr,Earnings_Per_Share,Annualized_Dividend,Ex_Dividend_Date,Dividend_Pay_Date,Current_Yield,Beta
NYSE,Utilities,Power Generation,N/A,$149.97,$146.77,268504,238841,$150.81,$157.66,$108.37,416503881339,N/A,N/A,N/A,$5.50,2023-08-14,2023-08-16,3.65%,0.0
