Exchange,Sector,Industry,1_Year_Target,Today_High,Today_Low,Share_Volume,Average_Volume,Previous_Close,52_Week_High,52_Week_Low,Market_Cap,P/E_Ratio,Forward_P/E_1_Yr,Earnings_Per_Share,Annualized_Dividend,Ex_Dividend_Date,Dividend_Pay_Date,Current_Yield,Beta
NYSE,Technology,Computer Software: Prepackaged Software,$642.00,N/A,2814,1601667,$549.50,$614.3599,$337,112614120000,79.18,153.06,$6.94,$1.268,2006-09-22,2006-10-02,0.23%,0.0
