Exchange,Sector,Industry,1_Year_Target,Today_High,Today_Low,Share_Volume,Average_Volume,Previous_Close,52_Week_High,52_Week_Low,Market_Cap,P/E_Ratio,Forward_P/E_1_Yr,Earnings_Per_Share,Annualized_Dividend,Ex_Dividend_Date,Dividend_Pay_Date,Current_Yield,Beta
NYSE,Consumer Discretionary,Restaurants,$330.00,N/A,2462,3151011,$285.40,$299.35,$230.58,208572099962,26.26,24.84,$10.87,$6.08,2023-06-02,2023-06-20,2.13%,0.0
