Exchange,Sector,Industry,1_Year_Target,Today_High,Today_Low,Share_Volume,Average_Volume,Previous_Close,52_Week_High,52_Week_Low,Market_Cap,P/E_Ratio,Forward_P/E_1_Yr,Earnings_Per_Share,Annualized_Dividend,Ex_Dividend_Date,Dividend_Pay_Date,Current_Yield,Beta
NASDAQ-GS,Consumer Discretionary,Department/Specialty Retail Stores,$570.00,N/A,51947,1599700,$559.05,$571.16,$447.9,248606297841,41.41,38.85,$13.50,$4.08,2023-05-04,2023-05-19,0.73%,0.0
