date,close,volume,open,high,low
2013-03-08,15.4186,389866804,15.35,15.5511,15.3075
2013-03-11,15.6382,472885371,15.3482,15.6789,15.1836
2013-03-12,15.3011,464568254,15.5571,15.6743,15.2704
2013-03-13,15.2982,405257558,15.3018,15.5179,15.1914
2013-03-14,15.4464,303205719,15.4582,15.5229,15.3732
2013-03-15,15.845,642349423,15.6404,15.8654,15.6161
2013-03-18,16.2757,599844320,15.7661,16.3379,15.7571
2013-03-19,16.2318,525875350,16.4107,16.4632,16.0179
2013-03-20,16.1457,307921197,16.3364,16.3439,16.0568
2013-03-21,16.1689,381937487,16.0793,16.3564,16.075
2013-03-22,16.4968,393044243,16.235,16.5036,16.1825
2013-03-25,16.5564,499920480,16.5961,16.7839,16.4921
2013-03-26,16.4691,293563363,16.6229,16.6371,16.4475
2013-03-27,16.1457,327091669,16.3021,16.3143,16.0975
2013-03-28,15.8093,442473463,16.065,16.1364,15.7721
2013-04-01,15.3182,388672325,15.7821,15.8464,15.2764
2013-04-02,15.3497,529021428,15.2714,15.6479,15.2286
2013-04-03,15.4282,362203095,15.4061,15.6171,15.3682
2013-04-04,15.2757,358299057,15.4914,15.5357,15.1875
2013-04-05,15.1143,382897607,15.1607,15.1768,14.9886
2013-04-08,15.2218,300583240,15.1732,15.2679,15.0889
2013-04-09,15.2493,306383437,15.2271,15.3036,15.0982
2013-04-10,15.5604,375532770,15.2893,15.6093,15.2146
2013-04-11,15.5118,328257029,15.49,15.6425,15.40
2013-04-12,15.35,238536637,15.5054,15.5054,15.3246
2013-04-15,14.9946,316404633,15.25,15.2818,14.9839
2013-04-16,15.2229,304812358,15.0561,15.2361,15.0204
2013-04-17,14.3857,944375782,15.0096,15.0214,14.2182
2013-04-18,14.0018,665659414,14.4639,14.4925,13.9194
2013-04-19,13.9475,608528237,13.8561,14.2714,13.7536
2013-04-22,14.2382,428903828,14.0229,14.3643,13.9741
2013-04-23,14.5046,601968679,14.4282,14.585,14.2432
2013-04-24,14.4808,969409452,14.055,14.8304,14.0179
2013-04-25,14.585,383835326,14.6866,14.7836,14.5357
2013-04-26,14.9002,763910534,14.6361,14.956,14.5804
2013-04-29,15.3614,639715744,15.0161,15.4863,15.00
2013-04-30,15.8136,690796964,15.5393,15.9018,15.4311
2013-05-01,15.6889,506777397,15.8736,15.8904,15.5139
2013-05-02,15.9114,421637831,15.7779,16.0211,15.7368
2013-05-03,16.0707,361150296,16.1182,16.1868,16.0411
2013-05-06,16.4539,495917322,16.2754,16.5071,16.2254
2013-05-07,16.3806,481870287,16.6061,16.6339,16.2036
2013-05-08,16.5657,471911251,16.3943,16.6204,16.2789
2013-05-09,16.3132,397792761,16.4218,16.5357,16.2707
2013-05-10,16.1775,334460986,16.3561,16.4182,16.0886
2013-05-13,16.2407,316864673,16.1254,16.3536,16.125
2013-05-14,15.8521,446469341,16.2089,16.2571,15.7911
2013-05-15,15.3161,740675304,15.6843,15.75,15.0843
2013-05-16,15.5206,602950359,15.1157,15.6375,14.9607
2013-05-17,15.4736,427864749,15.6804,15.7175,15.3932
2013-05-20,15.8189,450118020,15.4254,15.9214,15.3607
2013-05-21,15.7021,455670978,15.6482,15.91,15.5071
2013-05-22,15.7626,442730783,15.8589,16.0125,15.6507
2013-05-23,15.7907,352959179,15.5696,15.9343,15.5639
2013-05-24,15.8982,276035930,15.7446,15.9164,15.7271
2013-05-28,15.7657,385245966,16.0679,16.1111,15.7446
2013-05-29,15.8911,330212828,15.7143,15.9821,15.6929
2013-05-30,16.1279,353419499,15.9161,16.2321,15.8754
2013-05-31,16.062,382752007,16.1607,16.325,16.0536
2013-06-03,16.0971,371602131,16.0975,16.1557,15.8029
2013-06-04,16.0468,290301084,16.1864,16.2296,15.9782
2013-06-05,15.8968,290097524,15.9161,16.0971,15.8468
2013-06-06,15.6593,416669513,15.9096,15.9643,15.5018
2013-06-07,15.779,404327678,15.5893,15.83,15.4561
2013-06-10,15.6746,449957580,15.8832,16.0385,15.60
2013-06-11,15.6286,286062726,15.5621,15.8129,15.4757
2013-06-12,15.4354,265082082,15.6964,15.7589,15.4107
2013-06-13,15.5702,285795886,15.4464,15.6121,15.3125
2013-06-14,15.3589,271821007,15.55,15.5818,15.3036
2013-06-17,15.4286,259138076,15.4086,15.5607,15.3701
2013-06-18,15.4204,193501175,15.4129,15.5321,15.3646
2013-06-19,15.1071,310763756,15.4071,15.4164,15.1071
2013-06-20,14.8871,357285177,14.975,15.2136,14.8275
2013-06-21,14.7679,480849968,14.9461,15.00,14.575
2013-06-24,14.3764,480187768,14.55,14.595,14.2161
2013-06-25,14.3796,314132994,14.4893,14.5639,14.2439
2013-06-26,14.2168,367647133,14.425,14.4568,14.1307
2013-06-27,14.0636,336950745,14.2589,14.3354,14.055
2013-06-28,14.1618,578339209,13.9771,14.2954,13.8882
2013-07-01,14.615,390944804,14.3818,14.7239,14.3293
2013-07-02,14.9461,469710452,14.6414,15.0582,14.6239
2013-07-03,15.0286,240928536,15.0307,15.1064,14.9089
2013-07-05,14.9079,273930610,15.0139,15.1175,14.8339
2013-07-08,14.8232,297904481,15.0039,15.0357,14.6661
2013-07-09,15.0839,352541979,14.7714,15.125,14.6564
2013-07-10,15.0261,280256368,14.9857,15.1714,14.9375
2013-07-11,15.2603,326268469,15.1054,15.2946,15.0418
2013-07-12,15.2325,279455540,15.2732,15.3496,15.1218
2013-07-15,15.2657,241895795,15.1789,15.4093,15.1714
2013-07-16,15.3641,216114246,15.2329,15.3825,15.1489
2013-07-17,15.3682,198949776,15.3464,15.4364,15.2936
2013-07-18,15.4199,218632537,15.4779,15.5311,15.3789
2013-07-19,15.1768,268548901,15.4679,15.4993,15.1554
2013-07-22,15.2254,207648981,15.3379,15.3482,15.1953
2013-07-23,14.9639,354477618,15.2143,15.2486,14.9539
2013-07-24,15.7325,591624923,15.6761,15.8782,15.545
2013-07-25,15.6607,229432412,15.7393,15.7643,15.5646
2013-07-26,15.7496,200082264,15.5464,15.7514,15.5121
2013-07-29,15.9925,248025441,15.7429,16.0711,15.7214
2013-07-30,16.19,308960556,16.07,16.3268,16.0439
2013-07-31,16.1618,322499391,16.2496,16.3337,16.0511
2013-08-01,16.3099,205544138,16.2769,16.3143,16.1879
2013-08-02,16.5193,273644955,16.3575,16.5304,16.3093
2013-08-05,16.7661,318310593,16.5961,16.8096,16.5054
2013-08-06,16.6161,334812106,16.715,16.8532,16.5061
2013-08-07,16.6064,298488841,16.5643,16.6786,16.4918
2013-08-08,16.4646,255758982,16.5663,16.575,16.3554
2013-08-09,16.2304,266575573,16.38,16.445,16.2018
2013-08-12,16.6914,363936574,16.3164,16.7375,16.3082
2013-08-13,17.4846,877803009,16.8193,17.6664,16.7161
2013-08-14,17.8036,753707619,17.7814,18.0089,17.6214
2013-08-15,17.7825,489547324,17.7293,17.9428,17.4673
2013-08-16,17.9404,361257815,17.8625,17.9622,17.8164
2013-08-19,18.1336,509606516,18.0122,18.3479,18.00
2013-08-20,17.8954,358034457,18.2039,18.2347,17.8864
2013-08-21,17.9414,335131866,17.9854,18.1125,17.90
2013-08-22,17.9629,243465727,18.035,18.0568,17.7929
2013-08-23,17.8936,222238907,17.9739,17.9768,17.8339
2013-08-26,17.9632,329417348,17.8839,18.2214,17.875
2013-08-27,17.4496,423386991,17.7857,17.9468,17.3679
2013-08-28,17.532,306986837,17.3571,17.7071,17.3571
2013-08-29,17.5607,239216868,17.5589,17.7321,17.5404
2013-08-30,17.4006,272214407,17.5714,17.6054,17.375
2013-09-03,17.4493,331867627,17.6107,17.8786,17.4054
2013-09-04,17.8104,344063862,17.8414,17.9372,17.7243
2013-09-05,17.6882,235116802,17.8661,17.8814,17.63
2013-09-06,17.7936,357928337,17.8014,17.835,17.4982
2013-09-09,18.0775,337917025,18.0357,18.14,17.9814
2013-09-10,17.6657,741487583,18.0786,18.1232,17.4821
2013-09-11,16.7039,896690121,16.6789,16.9175,16.6004
2013-09-12,16.8818,403426919,16.7321,16.9786,16.6432
2013-09-13,16.6036,297981761,16.7622,16.851,16.5964
2013-09-16,16.0757,546255421,16.4643,16.4861,15.9721
2013-09-17,16.2614,398818120,15.9986,16.4182,15.9821
2013-09-18,16.5957,454546498,16.5421,16.6554,16.4521
2013-09-19,16.8679,403247439,16.8107,16.9939,16.7589
2013-09-20,16.6932,697701481,17.0714,17.0911,16.6429
2013-09-23,17.5229,759771296,17.7179,17.7468,17.2357
2013-09-24,17.4679,361925335,17.6743,17.6954,17.4221
2013-09-25,17.1975,316045954,17.4714,17.4871,17.1939
2013-09-26,17.365,236202978,17.3571,17.4486,17.2821
2013-09-27,17.2411,227151253,17.2779,17.3096,17.1686
2013-09-30,17.0268,259059760,17.0446,17.2021,16.9433
2013-10-01,17.4271,352776899,17.0875,17.4693,17.085
2013-10-02,17.4843,287196445,17.3439,17.5643,17.2768
2013-10-03,17.2646,315209314,17.5182,17.5839,17.1692
2013-10-04,17.2511,258552177,17.2807,17.3071,17.0929
2013-10-07,17.4196,311556715,17.3771,17.5946,17.3339
2013-10-08,17.1764,289041924,17.4979,17.5229,17.1621
2013-10-09,17.3781,301216880,17.3086,17.4211,17.0814
2013-10-10,17.4871,276745897,17.5471,17.585,17.3943
2013-10-11,17.6004,267188213,17.3925,17.6371,17.3271
2013-10-14,17.7157,260866936,17.4939,17.7707,17.4768
2013-10-15,17.81,318862752,17.768,17.9286,17.6971
2013-10-16,17.8969,249798260,17.8854,17.9475,17.8296
2013-10-17,18.0179,252467639,17.8564,18.0279,17.8457
2013-10-18,18.1747,288780964,18.0711,18.1879,18.0611
2013-10-21,18.6201,394801242,18.2775,18.725,18.2686
2013-10-22,18.5667,532799747,18.8002,18.8732,18.1439
2013-10-23,18.7486,312951115,18.5357,18.7739,18.5357
2013-10-24,18.9968,384017886,18.75,19.0168,18.6589
2013-10-25,18.7842,337264625,18.9755,19.0439,18.7539
2013-10-28,18.9242,496822841,18.8943,18.9643,18.6861
2013-10-29,18.4528,633998146,19.1525,19.2589,18.3764
2013-10-30,18.7463,352501379,18.5575,18.84,18.465
2013-10-31,18.6679,275099022,18.75,18.8389,18.6168
2013-11-01,18.5725,274097882,18.715,18.7429,18.4229
2013-11-04,18.8125,244047314,18.6107,18.815,18.5289
2013-11-05,18.766,264973890,18.735,18.8888,18.6786
2013-11-06,18.6043,222866331,18.7197,18.745,18.5072
2013-11-07,18.3033,262171679,18.5564,18.6854,18.2993
2013-11-08,18.5914,278468765,18.3779,18.6118,18.3068
2013-11-11,18.5374,226990197,18.5711,18.6311,18.3718
2013-11-12,18.5718,204271118,18.4882,18.7114,18.4643
2013-11-13,18.5941,196615949,18.50,18.6518,18.4629
2013-11-14,18.8629,281606247,18.6718,18.9029,18.6382
2013-11-15,18.7497,317359713,18.8064,18.8961,18.7318
2013-11-18,18.5225,243991314,18.7497,18.8282,18.5072
2013-11-19,18.5554,208421193,18.5368,18.6922,18.4989
2013-11-20,18.3929,193837734,18.5439,18.5864,18.3689
2013-11-21,18.612,261530367,18.4857,18.6147,18.3454
2013-11-22,18.5643,223333707,18.5543,18.6486,18.5189
2013-11-25,18.705,229083084,18.6079,18.7811,18.6072
2013-11-26,19.05,399830600,18.7186,19.1479,18.7143
2013-11-27,19.4986,362577735,19.1539,19.50,19.05
2013-11-29,19.8597,318128873,19.6243,19.9404,19.5647
2013-12-02,19.6868,471672691,19.9286,20.1546,19.6722
2013-12-03,20.2258,449352780,19.9393,20.2279,19.9172
2013-12-04,20.1786,377116729,20.1964,20.3282,20.0293
2013-12-05,20.2822,446402981,20.4518,20.5406,20.2289
2013-12-06,20.0007,343676063,20.2068,20.2411,19.9847
2013-12-09,20.2297,319780872,20.0322,20.3422,20.0322
2013-12-10,20.1982,276406285,20.1279,20.2814,20.0429
2013-12-11,20.0486,359135696,20.25,20.3918,19.9889
2013-12-12,20.0193,261862867,20.0765,20.1907,20.0011
2013-12-13,19.8011,331897587,20.1018,20.1029,19.7739
2013-12-16,19.9107,282191727,19.8222,20.0943,19.8218
2013-12-17,19.8211,228549153,19.8504,19.98,19.7634
